# Report

name | result
     mov ecx, dword ptr [ebp - 8]
     add ecx, eax
     mov dword ptr [ebp - 8], ecx
-    movsx eax, byte ptr [0x69d4bb]
+    movsx eax, byte ptr [0x69d3cb]
     imul eax, eax, 0xf4240
     mov ecx, dword ptr [ebp - 8]
     add ecx, eax
     mov dword ptr [ebp - 8], ecx
 L_30:
-    mov eax, dword ptr [0x69bcb0]
+    mov eax, dword ptr [0x69bbc0]
     mov dword ptr [ebp - 0x3c], eax
     cmp dword ptr [ebp - 0x3c], 0
     je L_31
     cmp dword ptr [ebp - 0x3c], 2
     je L_32
     cmp dword ptr [ebp - 0x3c], 3
     je L_33
     cmp dword ptr [ebp - 0x3c], 4
     je L_34
     jmp L_35
 L_31:
     mov eax, dword ptr [ebp - 8]
     cdq 
     sub eax, edx
     sar eax, 1
     mov dword ptr [ebp - 8], eax
     mov eax, dword ptr [ebp - 8]
     cdq 
     push 0xa
     pop ecx
@@ -477,41 +477,41 @@
     push 0xa
     pop ecx
     idiv ecx
     mov eax, dword ptr [ebp - 8]
     sub eax, edx
     mov dword ptr [ebp - 8], eax
     jmp L_35
 L_34:
     mov eax, dword ptr [ebp - 8]
     shl eax, 1
     mov dword ptr [ebp - 8], eax
     mov eax, dword ptr [ebp - 8]
     cdq 
     push 0xa
     pop ecx
     idiv ecx
     mov eax, dword ptr [ebp - 8]
     sub eax, edx
     mov dword ptr [ebp - 8], eax
 L_35:
-    mov al, byte ptr [0x6c6e7c]
+    mov al, byte ptr [0x6c6bd4]
     mov byte ptr [ebp - 0x40], al
     cmp byte ptr [ebp - 0x40], 3
     je L_36
     cmp byte ptr [ebp - 0x40], 4
     je L_37
     jmp L_38
 L_36:
     mov eax, dword ptr [ebp - 8]
     imul eax, eax, 5
     cdq 
     push 0xa
     pop ecx
     idiv ecx
     mov dword ptr [ebp - 8], eax
     mov eax, dword ptr [ebp - 8]
     cdq 
     push 0xa
     pop ecx
     idiv ecx
     mov eax, dword ptr [ebp - 8]
@@ -522,35 +522,35 @@
     mov eax, dword ptr [ebp - 8]
     shl eax, 1
     cdq 
     push 0xa
     pop ecx
     idiv ecx
     mov dword ptr [ebp - 8], eax
     mov eax, dword ptr [ebp - 8]
     cdq 
     push 0xa
     pop ecx
     idiv ecx
     mov eax, dword ptr [ebp - 8]
     sub eax, edx
     mov dword ptr [ebp - 8], eax
 L_38:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     mov ecx, dword ptr [ebp - 8]
     mov dword ptr [eax + 0x2be0], ecx
-    mov eax, dword ptr [0x69bca4]
+    mov eax, dword ptr [0x69bbb4]
     add eax, dword ptr [ebp - 8]
-    mov dword ptr [0x69bca4], eax
+    mov dword ptr [0x69bbb4], eax
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     mov eax, dword ptr [eax + 0x2bdc]
     inc eax
     mov ecx, dword ptr [ebp - 0x30]
     mov ecx, dword ptr [ecx + 4]
     mov dword ptr [ecx + 0x2bdc], eax
 L_29:
     leave 
     ret 
 
 
```

</details>


<details id="th06____gui____showfullpowermode"><summary><h2>th06::Gui::ShowFullPowerMode</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,29 +1,29 @@
     push ebp
     mov ebp, esp
     sub esp, 0x14
     push esi
     push edi
     mov dword ptr [ebp - 0x14], ecx
-    fld dword ptr [0x46a7ec]
+    fld dword ptr [0x46a80c]
     fstp dword ptr [ebp - 0xc]
-    fld dword ptr [0x46a7f0]
+    fld dword ptr [0x46a810]
     fstp dword ptr [ebp - 8]
     fldz 
     fstp dword ptr [ebp - 4]
     mov eax, dword ptr [ebp - 0x14]
     mov edi, dword ptr [eax + 4]
     add edi, 0x2c04
     lea esi, [ebp - 0xc]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     mov dword ptr [eax + 0x2c14], 1
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2c18
     mov dword ptr [ebp - 0x10], eax
     mov eax, dword ptr [ebp - 0x10]
     and dword ptr [eax + 8], 0
     mov eax, dword ptr [ebp - 0x10]
```

</details>


<details id="th06____gui____showbonusscore"><summary><h2>th06::Gui::ShowBonusScore</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,29 +1,29 @@
     push ebp
     mov ebp, esp
     sub esp, 0x14
     push esi
     push edi
     mov dword ptr [ebp - 0x14], ecx
-    fld dword ptr [0x46a7ec]
+    fld dword ptr [0x46a80c]
     fstp dword ptr [ebp - 0xc]
-    fld dword ptr [0x46a4e0]
+    fld dword ptr [0x46a500]
     fstp dword ptr [ebp - 8]
     fldz 
     fstp dword ptr [ebp - 4]
     mov eax, dword ptr [ebp - 0x14]
     mov edi, dword ptr [eax + 4]
     add edi, 0x2be4
     lea esi, [ebp - 0xc]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     mov dword ptr [eax + 0x2bf4], 1
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2bf8
     mov dword ptr [ebp - 0x10], eax
     mov eax, dword ptr [ebp - 0x10]
     and dword ptr [eax + 8], 0
     mov eax, dword ptr [ebp - 0x10]
```

</details>


<details id="th06____gui____showspellcardbonus"><summary><h2>th06::Gui::ShowSpellcardBonus</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,29 +1,29 @@
     push ebp
     mov ebp, esp
     sub esp, 0x14
     push esi
     push edi
     mov dword ptr [ebp - 0x14], ecx
-    fld dword ptr [0x46a564]
+    fld dword ptr [0x46a584]
     fstp dword ptr [ebp - 0xc]
-    fld dword ptr [0x46a2b4]
+    fld dword ptr [0x46a2d4]
     fstp dword ptr [ebp - 8]
     fldz 
     fstp dword ptr [ebp - 4]
     mov eax, dword ptr [ebp - 0x14]
     mov edi, dword ptr [eax + 4]
     add edi, 0x2c24
     lea esi, [ebp - 0xc]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     mov dword ptr [eax + 0x2c34], 1
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2c38
     mov dword ptr [ebp - 0x10], eax
     mov eax, dword ptr [ebp - 0x10]
     and dword ptr [eax + 8], 0
     mov eax, dword ptr [ebp - 0x10]
```

</details>


<details id="th06____gui____showbombnameportrait"><summary><h2>th06::Gui::ShowBombNamePortrait</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,86 +1,86 @@
     push ebp
     mov ebp, esp
     sub esp, 0x30
     mov dword ptr [ebp - 0x14], ecx
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1dc4
     mov dword ptr [ebp - 4], eax
-    mov eax, dword ptr [0x6d4588]
+    mov eax, dword ptr [0x6d43c0]
     mov dword ptr [ebp - 8], eax
     mov eax, dword ptr [ebp - 4]
     mov word ptr [eax + 0xb4], 0x4a1
     mov eax, 0x4a1
     shl eax, 2
     mov ecx, dword ptr [ebp - 8]
     push dword ptr [ecx + eax + 0x1c934]
     push dword ptr [ebp - 4]
     mov ecx, dword ptr [ebp - 8]
     call th06::AnmManager::SetAndExecuteScript
     push dword ptr [ebp + 8]
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1dc4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::SetActiveSprite
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1fe4
     mov dword ptr [ebp - 0xc], eax
-    mov eax, dword ptr [0x6d4588]
+    mov eax, dword ptr [0x6d43c0]
     mov dword ptr [ebp - 0x10], eax
     mov eax, dword ptr [ebp - 0xc]
     mov word ptr [eax + 0xb4], 0x706
     mov eax, 0x706
     shl eax, 2
     mov ecx, dword ptr [ebp - 0x10]
     push dword ptr [ecx + eax + 0x1c934]
     push dword ptr [ebp - 0xc]
     mov ecx, dword ptr [ebp - 0x10]
     call th06::AnmManager::SetAndExecuteScript
     push dword ptr [ebp + 0xc]
     push 0
     push 0xf0f0ff
     mov eax, dword ptr [ebp - 0x14]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1fe4
     push eax
-    push dword ptr [0x6d4588]
+    push dword ptr [0x6d43c0]
     call th06::AnmManager::DrawVmTextFmt
     add esp, 0x14
     mov eax, dword ptr [ebp + 0xc]
     mov dword ptr [ebp - 0x18], eax
     mov eax, dword ptr [ebp - 0x18]
     inc eax
     mov dword ptr [ebp - 0x1c], eax
 L_1:
     mov eax, dword ptr [ebp - 0x18]
     mov al, byte ptr [eax]
     mov byte ptr [ebp - 0x1d], al
     inc dword ptr [ebp - 0x18]
     cmp byte ptr [ebp - 0x1d], 0
     jne L_1
     mov eax, dword ptr [ebp - 0x18]
     sub eax, dword ptr [ebp - 0x1c]
     mov dword ptr [ebp - 0x24], eax
     mov eax, dword ptr [ebp - 0x24]
     imul eax, eax, 0xf
     mov dword ptr [ebp - 0x2c], eax
     and dword ptr [ebp - 0x28], 0
     fild qword ptr [ebp - 0x2c]
     fstp dword ptr [ebp - 0x30]
     fld dword ptr [ebp - 0x30]
-    fdiv dword ptr [0x46a44c]
-    fadd dword ptr [0x46a2b4]
+    fdiv dword ptr [0x46a470]
+    fadd dword ptr [0x46a2d4]
     mov eax, dword ptr [ebp - 0x14]
     fstp dword ptr [eax + 8]
-    mov dword ptr [0x6c6eb0], 3
+    mov dword ptr [0x6c6c08], 3
     push 0
     push 0xe
-    mov ecx, 0x6d3f50
+    mov ecx, 0x6d3d88
     call th06::SoundPlayer::PlaySoundByIdx
     leave 
     ret 8
 
 
```

</details>


<details id="th06____guiimpl____guiimpl"><summary><h2>th06::GuiImpl::GuiImpl</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,80 +1,74 @@
     push ebp
     mov ebp, esp
-    sub esp, 0xb8
-    mov dword ptr [ebp - 0xb8], ecx
+    sub esp, 0x70
+    mov dword ptr [ebp - 0x70], ecx
     mov dword ptr [ebp - 4], 0x1a
     mov dword ptr [ebp - 8], 0x110
-    mov eax, dword ptr [ebp - 0xb8]
+    mov eax, dword ptr [ebp - 0x70]
     mov dword ptr [ebp - 0xc], eax
 L_2:
     mov eax, dword ptr [ebp - 4]
     dec eax
     mov dword ptr [ebp - 4], eax
     cmp dword ptr [ebp - 4], 0
     jl L_1
     mov ecx, dword ptr [ebp - 0xc]
     call th06::AnmVm::AnmVm
     mov eax, dword ptr [ebp - 0xc]
     add eax, dword ptr [ebp - 8]
     mov dword ptr [ebp - 0xc], eax
     jmp L_2
 L_1:
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x1ba4
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x1cb4
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x1dc4
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x1ed4
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x1fe4
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x20f4
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x2204
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x2314
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x2424
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0xb8]
+    mov ecx, dword ptr [ebp - 0x70]
     add ecx, 0x2534
     call th06::GuiMsgVm::GuiMsgVm
-    mov eax, dword ptr [ebp - 0xb8]
+    mov eax, dword ptr [ebp - 0x70]
     add eax, 0x2be4
-    mov dword ptr [ebp - 0xa4], eax
-    mov eax, dword ptr [ebp - 0xa4]
-    add eax, 0x14
-    mov dword ptr [ebp - 0xa0], eax
-    mov ecx, dword ptr [ebp - 0xa0]
+    mov dword ptr [ebp - 0x64], eax
+    mov ecx, dword ptr [ebp - 0x64]
+    add ecx, 0x14
     call th06::ZunTimer::Initialize
-    mov eax, dword ptr [ebp - 0xb8]
+    mov eax, dword ptr [ebp - 0x70]
     add eax, 0x2c04
-    mov dword ptr [ebp - 0xac], eax
-    mov eax, dword ptr [ebp - 0xac]
-    add eax, 0x14
-    mov dword ptr [ebp - 0xa8], eax
-    mov ecx, dword ptr [ebp - 0xa8]
+    mov dword ptr [ebp - 0x68], eax
+    mov ecx, dword ptr [ebp - 0x68]
+    add ecx, 0x14
     call th06::ZunTimer::Initialize
-    mov eax, dword ptr [ebp - 0xb8]
+    mov eax, dword ptr [ebp - 0x70]
     add eax, 0x2c24
-    mov dword ptr [ebp - 0xb4], eax
-    mov eax, dword ptr [ebp - 0xb4]
-    add eax, 0x14
-    mov dword ptr [ebp - 0xb0], eax
-    mov ecx, dword ptr [ebp - 0xb0]
+    mov dword ptr [ebp - 0x6c], eax
+    mov ecx, dword ptr [ebp - 0x6c]
+    add ecx, 0x14
     call th06::ZunTimer::Initialize
-    mov eax, dword ptr [ebp - 0xb8]
+    mov eax, dword ptr [ebp - 0x70]
     leave 
     ret 
 
 
```

</details>


<details id="th06____guiimpl____drawdialogue"><summary><h2>th06::GuiImpl::DrawDialogue</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,296 +1,296 @@
     push ebp
     mov ebp, esp
     sub esp, 0xc0
     push esi
     push edi
     mov dword ptr [ebp - 0xbc], ecx
     mov eax, dword ptr [ebp - 0xbc]
     cmp dword ptr [eax + 0x253c], 0
     jge L_1
     or eax, 0xffffffff
     jmp L_2
 L_1:
-    cmp dword ptr [0x69d6d4], 6
+    cmp dword ptr [0x69d5e4], 6
     jne L_3
     mov eax, dword ptr [ebp - 0xbc]
     cmp dword ptr [eax + 0x253c], 1
     je L_4
     mov eax, dword ptr [ebp - 0xbc]
     cmp dword ptr [eax + 0x253c], 0xb
     jne L_3
 L_4:
     xor eax, eax
     jmp L_2
 L_3:
     mov eax, dword ptr [ebp - 0xbc]
     xor ecx, ecx
     cmp dword ptr [eax + 0x2548], 0x3c
     setl cl
     test ecx, ecx
     je L_5
     mov eax, dword ptr [ebp - 0xbc]
     add eax, 0x2540
     mov dword ptr [ebp - 0x8c], eax
     mov eax, dword ptr [ebp - 0x8c]
     fild dword ptr [eax + 8]
     fstp dword ptr [ebp - 0xc0]
     mov eax, dword ptr [ebp - 0x8c]
     fld dword ptr [ebp - 0xc0]
     fadd dword ptr [eax + 4]
-    fmul dword ptr [0x46a4cc]
-    fdiv dword ptr [0x46a408]
+    fmul dword ptr [0x46a4ec]
+    fdiv dword ptr [0x46a42c]
     fstp dword ptr [ebp - 4]
     jmp L_6
 L_5:
-    fld dword ptr [0x46a4cc]
+    fld dword ptr [0x46a4ec]
     fstp dword ptr [ebp - 4]
 L_6:
     mov dword ptr [ebp - 0x90], 4
     mov dword ptr [ebp - 0x94], 0x14
     lea eax, [ebp - 0x58]
     mov dword ptr [ebp - 0x98], eax
 L_8:
     mov eax, dword ptr [ebp - 0x90]
     dec eax
     mov dword ptr [ebp - 0x90], eax
     cmp dword ptr [ebp - 0x90], 0
     jl L_7
     mov eax, dword ptr [ebp - 0x98]
     add eax, dword ptr [ebp - 0x94]
     mov dword ptr [ebp - 0x98], eax
     jmp L_8
 L_7:
-    fld dword ptr [0x69d6e4]
-    fsub dword ptr [0x46a560]
-    fdiv dword ptr [0x46a44c]
-    fadd dword ptr [0x69d6dc]
-    fsub dword ptr [0x46a2b4]
+    fld dword ptr [0x69d5f4]
+    fsub dword ptr [0x46a580]
+    fdiv dword ptr [0x46a470]
+    fadd dword ptr [0x69d5ec]
+    fsub dword ptr [0x46a2d4]
     fstp dword ptr [ebp - 0x9c]
     fld dword ptr [ebp - 0x9c]
     fstp dword ptr [ebp - 0x64]
-    fld dword ptr [0x46a7c0]
+    fld dword ptr [0x46a7e0]
     fstp dword ptr [ebp - 0x60]
     fldz 
     fstp dword ptr [ebp - 0x5c]
     lea esi, [ebp - 0x64]
     lea edi, [ebp - 0x58]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
-    fld dword ptr [0x69d6e4]
-    fsub dword ptr [0x46a560]
-    fdiv dword ptr [0x46a44c]
-    fadd dword ptr [0x69d6dc]
-    fadd dword ptr [0x46a560]
-    fadd dword ptr [0x46a2b4]
+    fld dword ptr [0x69d5f4]
+    fsub dword ptr [0x46a580]
+    fdiv dword ptr [0x46a470]
+    fadd dword ptr [0x69d5ec]
+    fadd dword ptr [0x46a580]
+    fadd dword ptr [0x46a2d4]
     fstp dword ptr [ebp - 0xa0]
     fld dword ptr [ebp - 0xa0]
     fstp dword ptr [ebp - 0x70]
-    fld dword ptr [0x46a7c0]
+    fld dword ptr [0x46a7e0]
     fstp dword ptr [ebp - 0x6c]
     fldz 
     fstp dword ptr [ebp - 0x68]
     lea esi, [ebp - 0x70]
     lea edi, [ebp - 0x44]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
-    fld dword ptr [0x69d6e4]
-    fsub dword ptr [0x46a560]
-    fdiv dword ptr [0x46a44c]
-    fadd dword ptr [0x69d6dc]
-    fsub dword ptr [0x46a2b4]
+    fld dword ptr [0x69d5f4]
+    fsub dword ptr [0x46a580]
+    fdiv dword ptr [0x46a470]
+    fadd dword ptr [0x69d5ec]
+    fsub dword ptr [0x46a2d4]
     fstp dword ptr [ebp - 0xa4]
     fld dword ptr [ebp - 0xa4]
     fstp dword ptr [ebp - 0x7c]
-    fld dword ptr [0x46a7c0]
+    fld dword ptr [0x46a7e0]
     fadd dword ptr [ebp - 4]
     fstp dword ptr [ebp - 0x78]
     fldz 
     fstp dword ptr [ebp - 0x74]
     lea esi, [ebp - 0x7c]
     lea edi, [ebp - 0x30]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
-    fld dword ptr [0x69d6e4]
-    fsub dword ptr [0x46a560]
-    fdiv dword ptr [0x46a44c]
-    fadd dword ptr [0x69d6dc]
-    fadd dword ptr [0x46a560]
-    fadd dword ptr [0x46a2b4]
+    fld dword ptr [0x69d5f4]
+    fsub dword ptr [0x46a580]
+    fdiv dword ptr [0x46a470]
+    fadd dword ptr [0x69d5ec]
+    fadd dword ptr [0x46a580]
+    fadd dword ptr [0x46a2d4]
     fstp dword ptr [ebp - 0xa8]
     fld dword ptr [ebp - 0xa8]
     fstp dword ptr [ebp - 0x88]
-    fld dword ptr [0x46a7c0]
+    fld dword ptr [0x46a7e0]
     fadd dword ptr [ebp - 4]
     fstp dword ptr [ebp - 0x84]
     fldz 
     fstp dword ptr [ebp - 0x80]
     lea esi, [ebp - 0x88]
     lea edi, [ebp - 0x1c]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     mov dword ptr [ebp - 0x34], 0xd0000000
     mov eax, dword ptr [ebp - 0x34]
     mov dword ptr [ebp - 0x48], eax
     mov dword ptr [ebp - 0xc], 0x90000000
     mov eax, dword ptr [ebp - 0xc]
     mov dword ptr [ebp - 0x20], eax
     fld1 
     fstp dword ptr [ebp - 0x10]
     fld dword ptr [ebp - 0x10]
     fstp dword ptr [ebp - 0x24]
     fld dword ptr [ebp - 0x24]
     fstp dword ptr [ebp - 0x38]
     fld dword ptr [ebp - 0x38]
     fstp dword ptr [ebp - 0x4c]
     mov eax, dword ptr [ebp - 0xbc]
     add eax, 0x2550
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::DrawNoRotation
     mov eax, dword ptr [ebp - 0xbc]
     add eax, 0x2660
     push eax
-    mov ecx, dword ptr [0x6d4588]
-    call th06::AnmManager::DrawNoRotation
-    mov eax, dword ptr [0x6c6e60]
+    mov ecx, dword ptr [0x6d43c0]
+    call th06::AnmManager::DrawNoRotation
+    mov eax, dword ptr [0x6c6bb8]
     shr eax, 8
     and eax, 1
     test eax, eax
     jne L_9
     push 2
     push 4
     push 0
-    mov eax, dword ptr [0x6c6d20]
-    mov eax, dword ptr [eax]
-    push dword ptr [0x6c6d20]
+    mov eax, dword ptr [0x6c6a78]
+    mov eax, dword ptr [eax]
+    push dword ptr [0x6c6a78]
     call dword ptr [eax + 0xfc]
     push 2
     push 1
     push 0
-    mov eax, dword ptr [0x6c6d20]
-    mov eax, dword ptr [eax]
-    push dword ptr [0x6c6d20]
+    mov eax, dword ptr [0x6c6a78]
+    mov eax, dword ptr [eax]
+    push dword ptr [0x6c6a78]
     call dword ptr [eax + 0xfc]
 L_9:
     push 0
     push 5
     push 0
-    mov eax, dword ptr [0x6c6d20]
-    mov eax, dword ptr [eax]
-    push dword ptr [0x6c6d20]
-    call dword ptr [eax + 0xfc]
-    push 0
-    push 2
-    push 0
-    mov eax, dword ptr [0x6c6d20]
-    mov eax, dword ptr [eax]
-    push dword ptr [0x6c6d20]
-    call dword ptr [eax + 0xfc]
-    mov eax, dword ptr [0x6c6e60]
+    mov eax, dword ptr [0x6c6a78]
+    mov eax, dword ptr [eax]
+    push dword ptr [0x6c6a78]
+    call dword ptr [eax + 0xfc]
+    push 0
+    push 2
+    push 0
+    mov eax, dword ptr [0x6c6a78]
+    mov eax, dword ptr [eax]
+    push dword ptr [0x6c6a78]
+    call dword ptr [eax + 0xfc]
+    mov eax, dword ptr [0x6c6bb8]
     shr eax, 6
     and eax, 1
     test eax, eax
     jne L_10
     push 0
     push 0xe
-    mov eax, dword ptr [0x6c6d20]
-    mov eax, dword ptr [eax]
-    push dword ptr [0x6c6d20]
+    mov eax, dword ptr [0x6c6a78]
+    mov eax, dword ptr [eax]
+    push dword ptr [0x6c6a78]
     call dword ptr [eax + 0xc8]
 L_10:
     push 0x44
-    mov eax, dword ptr [0x6c6d20]
-    mov eax, dword ptr [eax]
-    push dword ptr [0x6c6d20]
+    mov eax, dword ptr [0x6c6a78]
+    mov eax, dword ptr [eax]
+    push dword ptr [0x6c6a78]
     call dword ptr [eax + 0x130]
     push 0x14
     lea eax, [ebp - 0x58]
     push eax
     push 2
     push 5
-    mov eax, dword ptr [0x6c6d20]
-    mov eax, dword ptr [eax]
-    push dword ptr [0x6c6d20]
+    mov eax, dword ptr [0x6c6a78]
+    mov eax, dword ptr [eax]
+    push dword ptr [0x6c6a78]
     call dword ptr [eax + 0x120]
-    mov eax, dword ptr [0x6d4588]
+    mov eax, dword ptr [0x6d43c0]
     mov dword ptr [ebp - 0xac], eax
     mov eax, dword ptr [ebp - 0xac]
     or byte ptr [eax + 0x210be], 0xff
-    mov eax, dword ptr [0x6d4588]
+    mov eax, dword ptr [0x6d43c0]
     mov dword ptr [ebp - 0xb0], eax
     mov eax, dword ptr [ebp - 0xb0]
     or byte ptr [eax + 0x210bd], 0xff
-    mov eax, dword ptr [0x6d4588]
+    mov eax, dword ptr [0x6d43c0]
     mov dword ptr [ebp - 0xb4], eax
     mov eax, dword ptr [ebp - 0xb4]
